Bandleader,Orchestra,Date,Title,AltTitle,Genre,Singer,Label,Master,Matrix,Disc,Composer,Author,Arranger,Grouping,Pianist,Bassist,Bandoneons,Strings,Lineup,LP_Title,LP_Images
Adolfo Carabelli,Orquesta Adolfo Carabelli,1933-09-12,Pa' Qué Lagrimear,,Tango,Carlos Lafuente,Víctor,78rpm,74314,37473-A,Sebastián Piana,"Carlos Goicoechea, Rogelio Cordone",,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1933-10-10,Mar Adentro,,Tango,Carlos Lafuente,Víctor,78rpm,74332,37491-A,Enrique Delfino,Mario Battistella,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1933-12-15,Romance,,Tango,Charlo,Víctor,78rpm,74390,37531-A,Federico Scorticati,Juan Sarcione,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1934-01-08,Soledad,,Vals,Instrumental,Víctor,78rpm,,,Ciriaco Ortiz,Enrique Cadícamo,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1934-04-13,Fray Milonga,,Tango,Luis Díaz,Víctor,78rpm,74475,37569-A,"Elvino Vardaro, Antonio Arona",Francisco Jiménez,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1934-05-07,Mi Evocación,,Tango,Luis Díaz,Víctor,78rpm,74492,37582-A,"Remo Piangiarelli, Antonio Benedicto",Antonio Benedicto,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1934-06-07,Mi Evocación,,Tango,Luis Díaz,Víctor,78rpm,74492,37582-A,"Remo Piangiarelli, Antonio Benedicto",Antonio Benedicto,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,
Adolfo Carabelli,Orquesta Típica Adolfo Carabelli,1934-07-06,Ofrenda de Amor,,Vals,Teófilo Ibáñez,Víctor,78rpm,86548,37621-B,,,,31-34 Orquesta Carabeli,,Orlando Carabelli,,,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1934-07-06,El Mundo Sigue Al Revés,,Tango,Teófilo Ibáñez,Víctor,78rpm,86547,37621-A,Rosa Goñi,Rosa Goñi,,31-34 Orquesta Carabeli,Adolfo Carabelli,Orlando Carabelli,"Federico Scorticati, Ciriaco Ortiz, Luis Petrucelli, Carlos Marcucci","Elvino Vardaro, Manlio Francia, Antonio Rossi","Piano, Bass, 4 Bandoneons, 3 Violins",,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1934-12-19,Chiribiribi,,Vals,Instrumental,Víctor,78rpm,86722,37700-B,Andrea Raymond,,,31-34 Orquesta Carabeli,,Orlando Carabelli,,,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1934-12-24,Parlez Moi D'Amour,,Vals,Instrumental,Víctor,78rpm,86730,37705-B,Jean Lenoir,,,31-34 Orquesta Carabeli,,Orlando Carabelli,,,,,
Adolfo Carabelli,Orquesta Adolfo Carabelli,1936-03-12,La Aspiracion de Mi Sueño,,Vals,Instrumental,Víctor,78rpm,93112,37896-A,,,,31-34 Orquesta Carabeli,,Orlando Carabelli,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,12/7/1943,Luna de Arrabal,,Vals,Alberto Castillo,Odeón,78rpm,13422,7700-B,Julio Sanders,Enrique Cadícamo,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,12/7/1943,Mano Blanca,Manoblanca,Tango,Alberto Castillo,Odeón,78rpm,13421,7700-A,Arturo De Bassi,Homero Manzi,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,1/9/1944,Anclado en París,,Tango,Alberto Castillo,Odeón,78rpm,13522,7701-A,Guillermo Barbieri,Enrique Cadícamo,,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,1/9/1944,Pincelada,,Tango,Alberto Castillo,Odeón,78rpm,13521,7701-B,Emilio Balcarce,Isusi,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,1/19/1944,Anclado en París,,Tango,Alberto Castillo,Odeón,78rpm,13522,7701-A,Guillermo Barbieri,Enrique Cadícamo,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,2/3/1944,Con un Tango Así,,Tango,Alberto Castillo,Odeón,78rpm,13596,7702-B,Cristóbal Herreros,Leopoldo Vélez,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,2/3/1944,La Que Murió en París,,Tango,Alberto Castillo,Odeón,78rpm,13560,7702-A,Enrique Maciel,Héctor Blomberg,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,3/3/1944,Charol,,Candombe,Alberto Castillo,Odeón,78rpm,13614,7703-A,José Cordero,José Cordero,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,3/3/1944,Y Sonó el Despertador,,Tango,Alberto Castillo,Odeón,78rpm,13615,7703-B,Marvil,Marvil,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,3/29/1944,Y Siempre Igual,,Tango,Alberto Castillo,Odeón,78rpm,13668,7704-A,Arturo Gallucci,Luis Caruso,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,6/9/1944,A Suerte y Verdad,,Tango,Alberto Castillo,Odeón,78rpm,13856,7707-B,Carlos Parodi,Carlos Waiss,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,6/9/1944,Amarras,,Tango,Alberto Castillo,Odeón,78rpm,13854,7706-A,Carlos Marchisio,Carmelo Santiago,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,6/9/1944,Nubes de Humo,Fume Compadre,Tango,Alberto Castillo,Odeón,78rpm,13853,7704-B,Manuel Jovés,Manuel Romero,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,6/9/1944,Pajarito,,Tango,Alberto Castillo,Odeón,78rpm,13855,7708-A,Dante Linyera,Dante Linyera,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,6/15/1944,Una Menos,,Tango,Alberto Castillo,Odeón,78rpm,13880,7708-B,Vicente Demarco,Alfredo Roldán,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,6/16/1944,Muchachita Pobre,,Tango,Alberto Castillo,Odeón,78rpm,13878,2932-B,Ariol Gessaghi,Roberto Real,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,6/16/1944,Yo Soy Milonga,,Milonga,Alberto Castillo,Odeón,78rpm,,,"Ángel Cabral, Juan Riverol",Juan Riverol,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,7/25/1944,El Pescante,,Tango,Alberto Castillo,Odeón,78rpm,13974,7705-A,Sebastián Piana,Homero Manzi,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,7/25/1944,No Comprendes,,Vals,Alberto Castillo,Odeón,78rpm,13975,7705-B,Osvaldo Cordero,Osvaldo Cordero,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,8/1/1944,Al Final en el Café,,Tango,Alberto Castillo,Odeón,78rpm,13994,7710-A,Francisco Giacone,Constantino Rodríguez,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,8/1/1944,Lecherito del Abasto,,Tango,Alberto Castillo,Odeón,78rpm,13995,7706-B,Emilio Balcarce,Luis Caruso,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,8/8/1944,Esta Es Mi Calle,,Tango,Alberto Castillo,Odeón,78rpm,14011,7710-B,Felipe Navas,Felipe Navas,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,8/8/1944,Otra Noche,,Tango,Alberto Castillo,Odeón,78rpm,14010,7707-A,Rodolfo Sciammarella,Rodolfo Sciammarella,Emilio Balcarce,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,11/28/1944,Juan Tango,,Tango,Alberto Castillo,Odeón,78rpm,14259,7711-A,"Sebastián Piana, Pedro Maffía",Cátulo Castillo,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,11/28/1944,Recuerdo,Recuerdos,Vals,Alberto Castillo,Odeón,78rpm,14260,7711-B,Alfredo Pelaia,Alfredo Pelaia,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,12/20/1944,Café,,Milonga,Alberto Castillo,Odeón,78rpm,14328,7712-B,Osvaldo Cordero,Osvaldo Cordero,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,12/20/1944,El Paseandero,,Tango,Alberto Castillo,Odeón,78rpm,14327,7712-A,"Juan Larenza, Marcelo Larenza",Lito Bayardo,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,3/7/1945,Copas Amigas y Besos,,Tango,Alberto Castillo,Odeón,78rpm,,,Mariano Mores,Enrique Cadícamo,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,3/7/1945,Soy Como Luz,,Tango,Alberto Castillo,Odeón,78rpm,,,Germán Teisseire,Carlos Waiss,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,4/24/1945,La Pulpera de Santa Lucía,,Vals,Alberto Castillo,Odeón,78rpm,14584,7714-A,Enrique Maciel,Héctor Blomberg,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,4/24/1945,Menta y Cedrón,,Tango,Alberto Castillo,Odeón,78rpm,14583,7714-B,Antonio Arona,Armando Tagini,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,7/6/1945,Buzón,,Tango,Alberto Castillo,Odeón,78rpm,14749,7715-A,"Marvil, Aguariguay","Marvil, Aguariguay",Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,7/6/1945,El Carrerito,,Tango,Alberto Castillo,Odeón,78rpm,14751,7715-B,Raúl De Los Hoyos,Alberto Vacarezza,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,7/6/1945,Mentira,Mentiras,Tango,Alberto Castillo,Odeón,78rpm,14752,7718-A,Francisco Pracánico,Celedonio Flores,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,7/6/1945,Vestido Punzó,,Milonga,Alberto Castillo,Odeón,78rpm,14750,7717-B,Enrique Maciel,Mariano De La Torre,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,8/21/1945,Mariana,,Candombe,Alberto Castillo,Odeón,78rpm,14865,7716-B,Osvaldo Sosa Cordero,Osvaldo Sosa Cordero,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,8/21/1945,Se Pasó Tu Cuarto de Hora,,Tango,Alberto Castillo,Odeón,78rpm,,7717-A,Rodolfo Sciammarella,Carlos Petit,Enrique Alessio,Odeón,,,,,,Los Tangos a mi Manera,"[{""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/CastilloAlberto/LPs/Los%20Tangos%20a%20mi%20Manera/Los%20Tangos%20a%20mi%20Manera%20Front.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/CastilloAlberto/LPs/Los%20Tangos%20a%20mi%20Manera/Los%20Tangos%20a%20mi%20Manera%20Back.webp""}, {""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/CastilloAlberto/LPs/Los%20Tangos%20a%20mi%20Manera/Los%20Tangos%20a%20mi%20Manera%20Disk%201.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/CastilloAlberto/LPs/Los%20Tangos%20a%20mi%20Manera/Los%20Tangos%20a%20mi%20Manera%20Disk%202.webp""}]"
Alberto Castillo,Alberto Castillo y su Orquesta Típica,8/21/1945,Yo Llevo un Tango en el Alma,,Tango,Alberto Castillo,Odeón,78rpm,14864,7716-A,Osvaldo Cordero,Osvaldo Cordero,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,10/22/1945,Corbatita Voladora,,Tango,Alberto Castillo,Odeón,78rpm,15023,7718-B,Manuel Couce,Marvil,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,10/22/1945,Silbando,,Tango,Alberto Castillo,Odeón,78rpm,15022,7719-B,"Cátulo Castillo, Sebastián Piana",José Castillo,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,11/20/1945,Estirpe Brava,,Tango,Alberto Castillo,Odeón,78rpm,,,Antonio De Bassi,Antonio De Bassi,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,11/20/1945,Los Cien Barrios Porteños,Cien Barrios Porteños,Vals,Alberto Castillo,Odeón,78rpm,15118,7719-A,Rodolfo Sciammarella,Carlos Petit,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,2/27/1946,Barrio Pobre,,Tango,Alberto Castillo,Odeón,78rpm,,,Vicente Belvedere,Francisco Jiménez,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,3/27/1946,Juan Copete,,Tango,Alberto Castillo,Odeón,78rpm,15392,7721-A,Antonio Andreu,Ricardo Andreu,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,3/27/1946,Pialando Leguas,,Tango,Alberto Castillo,Odeón,78rpm,15391,7721-B,Osvaldo Cordero,Osvaldo Cordero,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,4/10/1946,Bronce,,Milonga,Alberto Castillo,Odeón,78rpm,18430,7734-B,Pintín Castellanos,Pintín Castellanos,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,4/10/1946,Que Te Digan los Muchachos,,Tango,Alberto Castillo,Odeón,78rpm,,,"Carmelo Imperio, Orlando Romanelli",Luis Caruso,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,5/23/1946,El Pibe Te Llama,,Tango,Alberto Castillo,Odeón,78rpm,15525,7723-A,Alfredo De Franco,Alberto De Franco,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,5/23/1946,Soy Porteño y Soy Varón,,Tango,Alberto Castillo,Odeón,78rpm,15526,7723-B,Roque Potenza,Alberto De Franco,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,7/11/1946,Así Se Baila el Tango,,Tango,Alberto Castillo,Odeón,78rpm,15652,7724-B,Elías Randal,Marvil,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,7/11/1946,Esta Noche Me Emborracho,,Tango,Alberto Castillo,Odeón,78rpm,15651,7724-A,Enrique Discépolo,Enrique Discépolo,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,10/25/1946,Chinita,,Tango,Alberto Castillo,Odeón,78rpm,15908,7726-B,Eleuterio Iribarren,Enrique Sotelo,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,10/25/1946,Idilio Trunco,,Vals,Alberto Castillo,Odeón,78rpm,15909,7726-A,Nicolás Blois,Ángel Marino,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,10/25/1946,Se Lustra Señor,,Tango,Alberto Castillo,Odeón,78rpm,15906,7725-A,"Enrique Alessio, Eduardo Del Piano",Marvil,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,10/25/1946,Unitaria,,Vals,Alberto Castillo,Odeón,78rpm,15907,7725-B,Enrique Maciel,Arsenio Mármol,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,3/13/1947,Fea,,Tango,Alberto Castillo,Odeón,78rpm,16307,7727-A,Horacio Pettorossi,Alfredo Navarrine,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,3/13/1947,Yo También Carrero Fui,,Tango,Alberto Castillo,Odeón,78rpm,16306,7727-B,Héctor Marcó,Héctor Marcó,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,4/11/1947,Adiós Pampa Mía,,Tango,Alberto Castillo,Odeón,78rpm,16378,7728-A,"Francisco Canaro, Mariano Mores",Ivo Pelay,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,4/11/1947,Baile de los Morenos,,Candombe,Alberto Castillo,Odeón,78rpm,16377,7728-B,"Romeo Gavioli, Carmelo Imperio",Gerónimo Yorio,Enrique Alessio,Odeón,,,,,,Vol 4,"[{""type"": ""Disk 1"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/CastilloAlberto/EPs/Vol%204/Vol%204%20Disk%201.webp""}, {""type"": ""Back"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/CastilloAlberto/EPs/Vol%204/Vol%204%20Back.webp""}, {""type"": ""Disk 2"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/CastilloAlberto/EPs/Vol%204/Vol%204%20Disk%202.webp""}, {""type"": ""Front"", ""url"": ""https://pub-df59ead2b87f40468ed4dcba1d274efa.r2.dev/CastilloAlberto/EPs/Vol%204/Vol%204%20Front.webp""}]"
Alberto Castillo,Alberto Castillo y su Orquesta Típica,6/18/1947,Cosas de Antaño,,Tango,Alberto Castillo,Odeón,78rpm,16545,7730-B,César Zagnoli,Juan Martínez,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,6/18/1947,El Aguatero Porteño,Agua Fresca,Milonga,Alberto Castillo,Odeón,78rpm,16546,7729-B,Enrique Maciel,Francisco Carbonaro,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,6/18/1947,Viento en Contra,,Tango,Alberto Castillo,Odeón,78rpm,16544,7729-A,Emilio Brameri,Alberto De Franco,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,8/29/1947,Ahora Tengo un Amor,,Vals,Alberto Castillo,Odeón,78rpm,16668,7730-A,Rodolfo Sciammarella,Rodolfo Sciammarella,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,8/29/1947,Me Gusta un Tango Así,,Tango,Alberto Castillo,Odeón,78rpm,,,Víctor Braña,Enrique Gaudino,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,8/29/1947,Tu Pálido Final,,Tango,Alberto Castillo,Odeón,78rpm,,,Vicente Demarco,Alfredo Roldán,Enrique Alessio,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,1/8/1948,La Canción de Buenos Aires,,Tango,Alberto Castillo,Odeón,78rpm,16635,7732-B,"Azucena Maizani, Orestes Cúfaro",Manuel Romero,"César Zagnoli, Ángel Condercuri",Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,1/8/1948,Ninguna,,Tango,Alberto Castillo,Odeón,78rpm,16834,7732-A,Raúl Siro,Homero Manzi,"César Zagnoli, Ángel Condercuri",Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,1/9/1948,La Canción de Buenos Aires,,Tango,Alberto Castillo,Odeón,78rpm,,,"Azucena Maizani, Orestes Cúfaro",Manuel Romero,,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,5/12/1948,Cipriano,,Tango,Alberto Castillo,Odeón,78rpm,16908,7733-B,Manuel Couce,Marvil,"César Zagnoli, Ángel Condercuri",Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,5/12/1948,Violetas,Las Violetas,Vals,Alberto Castillo,Odeón,78rpm,16907,7733-A,Juan Maglio,Francisco Brancatti,"César Zagnoli, Ángel Condercuri",Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,4/22/1949,El Huérfano,,Vals,Alberto Castillo,Odeón,78rpm,17265,7736-A,Anselmo Aieta,Francisco Jiménez,Eduardo Rovira,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,4/22/1949,Un Tropezón,,Tango,Alberto Castillo,Odeón,78rpm,17266,7735-A,Raúl De Los Hoyos,Luis Herrera,Eduardo Rovira,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,4/28/1949,Dónde Estás Corazón,,Tango,Alberto Castillo,Odeón,78rpm,17274,7739-A,Augusto Berto,Luis Serrano,Eduardo Rovira,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,4/28/1949,Estas Chicas Se Quieren Casar,,Vals,Alberto Castillo,Odeón,78rpm,17273,7735-B,Vicente Salerno,Carlos Lucero,Eduardo Rovira,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,4/28/1949,Mi Cine de Barrio,,Tango,Alberto Castillo,Odeón,78rpm,17275,7738-B,Pablo Hechím,Pablo Hechím,Eduardo Rovira,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,5/6/1949,Alma de Bohemio,,Tango,Alberto Castillo,Odeón,78rpm,17285,7736-B,Roberto Firpo,Juan Caruso,Eduardo Rovira,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,5/6/1949,Con Permiso Soy el Tango,,Tango,Alberto Castillo,Odeón,78rpm,17283,7739-B,"Cristóbal Herreros, Ricardo Garavano","Cristóbal Herreros, Ricardo Garavano",Eduardo Rovira,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,5/6/1949,Sos un Artista,,Tango,Alberto Castillo,Odeón,78rpm,17284,7737-B,Héctor Bagnoli,Miguelito Ruíz,Eduardo Rovira,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,7/14/1949,Fangio,,Tango,Alberto Castillo,Odeón,78rpm,17355,7737-A,Javier Mazzea,Javier Mazzea,Eduardo Rovira,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,7/14/1949,Pobre Mi Madre Querida,Mi Madre Querida,Vals,Alberto Castillo,Odeón,78rpm,17354,7738-A,José Betinotti,José Betinotti,Eduardo Rovira,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,1950,Charol,,Milonga,Alberto Castillo,Odeón,78rpm,,,José Cordero,José Cordero,,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,1950,Luna de Arrabal,,Vals,Alberto Castillo,Odeón,78rpm,,,Julio Sanders,Enrique Cadícamo,,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,1950,Margot,,Tango,Alberto Castillo,Odeón,78rpm,,,"Carlos Gardel, José Razzano",Celedonio Flores,,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,1/25/1950,El Cachivachero,,Candombe Pregón,Alberto Castillo,Odeón,78rpm,17569,7740-B,Rubén Carambula,Rubén Carambula,Eduardo Rovira,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,1/25/1950,Ha Pasado,,Vals,Alberto Castillo,Odeón,78rpm,17568,7740-A,Oscar Kinleiner,Fernando Torres,Eduardo Rovira,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,5/11/1951,Estrellita del Sur,,Vals Peruano,Alberto Castillo,Odeón,78rpm,17998,55320-A,Felipe Rueda,Felipe Rueda,Ángel Condercuri,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,5/11/1951,Garufa,,Tango,Alberto Castillo,Odeón,78rpm,17999,55320-B,Juan Collazo,"Roberto Fontaina, Víctor Soliño",Ángel Condercuri,Odeón,,,,,,,
Alberto Castillo,Alberto Castillo y su Orquesta Típica,5/11/1951,La Barra de la Esquina,,Tango,Alberto Castillo,Odeón,78rpm,17996,55244-A,Santos Lipesker,Reinaldo Yiso,Ángel Condercuri,Odeón,,,,,,,
